ProID,Info,,time,Value,
GenTime,2021-12-22 20:44:49,,0.0,0.0,
Record Length,87500 Points,,8.0E-5,-0.8,
Sample Interval,8.0E-5 s,,1.6E-4,-0.8,
Trigger Time,0s,,2.4E-4,-0.8,
Source,CH2,,3.2E-4,-3.2,
Vertical Units,(V)/grid,,4.0E-4,-2.4,
Vertical Scale,20.0,,4.8E-4,-2.4,
Vertical Offset,-44,,5.5999996E-4,-1.6,
Horizontal Units,s/grid,,6.4E-4,-1.6,
Horizontal Scale,0.5,,7.2E-4,-1.6,
Probe Atten,10.0,,8.0E-4,-1.6,
,,,0.06248,2.4,
,,,0.06256,1.6,
,,,0.06264,0.8,
,,,0.06272,0.8,
,,,0.0628,0.8,
,,,0.06288,0.8,
,,,0.06296,-5.6,
,,,0.063039996,-4.0,
,,,0.06312,-3.2,
,,,0.0632,-2.4,
,,,0.06328,-2.4,
,,,0.06336,-1.6,
,,,0.063439995,-1.6,
,,,0.06352,2.4,
,,,0.063599996,2.4,
,,,0.06368,1.6,
,,,0.06376,0.8,
,,,0.06384,0.8,
,,,0.06392,0.8,
,,,0.063999996,0.8,
,,,0.06408,0.0,
,,,0.06416,-4.0,
,,,0.06424,-3.2,
,,,0.06432,-3.2,
,,,0.064399995,-2.4,
,,,0.06448,-2.4,
,,,0.064559996,-2.4,
,,,0.06464,-1.6,
,,,0.06472,0.8,
,,,0.0648,0.8,
,,,0.06488,0.0,
,,,0.064959995,0.0,
,,,0.06504,0.0,
,,,0.06512,0.0,
,,,0.0652,-0.8,
,,,0.06528,-0.8,
,,,0.065359995,-3.2,
,,,0.06544,-2.4,
,,,0.065519996,-2.4,
,,,0.0656,-2.4,
,,,0.06568,-2.4,
,,,0.06576,-1.6,
,,,0.06584,-1.6,
,,,0.065919995,0.8,
,,,0.066,0.0,
,,,0.06608,0.0,
,,,0.06616,0.0,
,,,0.06624,-0.8,
,,,0.066319995,-0.8,
,,,0.0664,-0.8,
,,,0.066479996,-8.8,
,,,0.06656,-8.8,
,,,0.06664,-7.2000003,
,,,0.06672,-6.4,
,,,0.0668,-5.6,
,,,0.066879995,-5.6,
,,,0.06696,18.4,
,,,0.06704,11.6,
,,,0.06712,8.400001,
,,,0.0672,6.8,
,,,0.06728,6.0,
,,,0.06736,5.2000003,
,,,0.067439996,5.2000003,
,,,0.06752,4.4,
,,,0.0676,-18.0,
,,,0.06768,-11.6,
,,,0.06776,-9.6,
,,,0.067839995,-8.8,
,,,0.06792,-8.0,
,,,0.067999996,-7.2000003,
,,,0.06808,-6.4,
,,,0.06816,13.2,
,,,0.06824,8.400001,
,,,0.06832,6.0,
,,,0.068399996,5.2000003,
,,,0.06848,4.4,
,,,0.06856,3.2,
,,,0.06864,3.2,
,,,0.06872,2.4,
